Time,Bytes Per Second
1.4504000001025474e-05,0.0
0.012139553000000802,84352.36453928183
0.029209078000000943,70115.18816170555
0.04590278800000114,66924.03955942554
0.0625070980000011,65528.55805271792
0.07956161400000106,64352.641212129405
0.09577619700000106,64149.550644613
0.1287588760000009,55669.94853232447
0.14612489299999964,56061.632154625564
0.16264075600000005,56664.76365862439
0.17909525800000026,57176.27654887426
0.19584909099999948,57513.670053235175
0.23150796800000073,53078.086711900825
0.2455182090000001,54220.01102981325
0.2624000259999999,54634.140928019595
0.27915952400000066,55022.30330497327
0.29599380099999983,55352.510575044136
0.3295005230000001,52831.47911725771
0.3462609529999998,53231.5291120914
0.3624051349999995,53685.77351973787
0.37954215300000094,53959.75081587301
0.3959867370000012,54304.849104074754
0.4123383960000009,54634.737435414456
0.42873976599999963,54933.08964487334
0.4463436820000002,55060.70992173244
0.46223038299999963,55383.63755720493
0.47880086700000035,55605.580179536264
0.4958790050000008,55755.536574894824
0.5123033450000012,55966.84128619135
0.529935086,56037.05205508887
0.5459949710000007,56264.254492556414
0.5622819119999996,56455.666317076946
0.579130052,56581.41877949031
0.5956864460000002,56727.83093674753
0.6125299330000011,56839.67121325961
0.6294492649999999,56938.66367450601
0.6464812070000008,57022.5392491571
0.662357569000001,57201.731773370804
0.6795490050000002,57261.50684305688
0.6953674379999999,57431.507168157055
0.6975924970000005,58716.22784956641
0.7286590490000009,57618.16868618885
0.7308640510000011,58845.41720331506
0.745681986000001,59049.300944223076
0.7626198290000001,59080.551392271744
0.7796842950000009,59100.844143590126
0.7956881790000008,59199.06974010727
0.8124462330000011,59238.38162469508
0.8295585929999998,59250.787605306636
0.8456176420000006,59336.51038940832
0.8480768439999995,60371.88771540145
0.8622550580000006,60566.76561704781
0.8790529300000003,60574.281914969535
0.8957902119999996,60585.61398971841
0.9125055880000001,60597.98507228428
0.9292593240000002,60607.409089607354
0.9463426439999996,60595.38832321713
0.9629618190000002,60612.995082829955
0.9799197120000009,60609.04712160739
0.9965090649999997,60627.647175492595
1.0288378980000008,59717.86237602219
1.0289374240000004,60707.2874822366
1.0289930740000006,61699.151922571604
1.029044646000001,62691.15752243071
1.029091365000001,63683.364013067905
1.0291604779999997,64674.07311379482
1.0292113900000004,65665.81040266177
1.029257062000001,66657.78893630746
1.0293023160000008,67649.70691079252
1.029367679,68640.19673576715
1.0294175890000012,69631.60603233088
1.0294652509999995,70623.07341542316
1.029510739000001,71614.6002241944
1.0295669910000012,72605.28032993233
1.029616141,73596.35983018258
1.029661153000001,74587.64446559627
1.0297067080000009,75578.80258074413
1.0297641229999996,76568.9911300202
1.0298132140000007,77559.69618001032
1.0298589230000008,78550.5647359429
1.0299040359999996,79541.39136901103
1.0299596550000008,80531.30974338984
1.0300094269999995,81521.5839767261
1.0300619820000012,82511.53958228497
1.030107022000001,83502.003348153
1.030164021000001,84491.39964673638
1.0302132480000008,85481.33133694659
1.0302586490000003,86471.48954922287
1.0303038440000005,87461.57798475608
1.0303599559999999,88450.64238890124
1.0304090660000007,89440.20684693776
1.030455377000001,90429.92261468875
1.0305007390000007,91419.63361561445
1.0305583899999995,92408.15554371456
1.0306083780000002,93397.26132131247
1.0306557630000004,94386.50953334839
1.030702078000001,95375.76579912544
1.030758586000001,96363.98022688885
1.0308075260000003,97352.80105046494
1.0308530549999997,98341.85338859963
1.0308988380000006,99330.79389114604
1.0309561550000002,100318.52421502832
1.0310053750000012,101306.940325117
1.031051594000001,102295.5598088139
1.0310965530000011,103284.21687585632
1.0311525689999996,104271.66961749579
1.0312122720000012,105258.63873737906
1.0312618120000003,106246.54062144208
1.0313072339999998,107234.77578166587
1.0313641269999998,108221.72022277446
1.0314131379999996,109209.39035003842
1.0314590290000005,110197.29994529908
1.031505881000001,111185.01805226244
1.031562096,112171.62829914603
1.0316147539999996,113158.52118958745
1.0316604199999997,114146.08694593521
1.031706068,115133.56728653067
1.0317712320000005,116118.76381527174
1.0318206409999995,117105.62398024373
1.0318655420000002,118092.90555803827
1.0319107850000009,119080.06175165607
1.0319670160000012,120065.85295745524
1.0320162049999997,121052.36273881963
1.032067176,122038.56776857711
1.0321125809999998,123025.33884140302
1.0321683969999995,124010.77224611059
1.0322168900000008,124996.9858563348
1.0322623100000001,125983.48185356102
1.032307362000001,126969.9363046874
1.0323683970000008,127954.32365409758
1.032417349000001,128940.10365957137
1.0324627310000007,129926.2394392422
1.0325073640000006,130912.38349753786
1.0325729379999995,131895.76734772034
1.0326225440000005,132881.08108551998
1.032667850000001,133866.85757671244
1.0327129100000008,134852.57969710082
1.0327685850000012,135836.81962983008
1.0328176209999995,136821.8329419847
1.0328630610000005,137807.23251172592
1.0329121270000012,138792.05815539797
1.0329679840000008,139775.87131103175
1.0330185180000004,140760.3033888691
1.0330643429999995,141745.28526922554
1.0331092799999997,142730.3024516439
1.033164438,143713.81218601333
1.0332127320000009,144698.17818698724
1.0332576850000006,145682.9232293587
1.033302881000001,146667.54809909395
1.033358594000001,147650.5841107853
1.033407285000001,148634.5240927926
1.0334524280000004,149618.8850213819
1.033501202,150602.63084241675
1.033556399,151585.34178839717
1.0336045360000004,152568.98988686322
1.0336494490000003,153553.02530616446
1.0336945560000004,154536.94621179753
1.0337546250000003,155518.5303282198
1.0338032760000004,156501.728864709
1.0338482980000006,157485.38766758208
1.0338927340000001,158469.05062010037
1.0339478040000003,159450.98907526667
1.033995818000001,160433.91773176382
1.0340407430000003,161417.23730899446
1.0340856850000009,162400.46877740102
1.0341408449999996,163382.00044695078
1.0341892560000012,164364.5000311237
