Seconds,Bytes
0.02475383899945882,1024
0.03708920299959573,1024
0.05373955699997168,1024
0.07033318599951599,1024
0.0872596130002421,1024
0.10414276299979974,1024
0.12037556799987215,1024
0.137057439000273,1024
0.15364784699977463,1024
0.17005831799997395,1024
0.17132500899970182,1024
0.18835862600008113,1024
0.20356588899994676,1024
0.220257187000243,1024
0.22161664299983386,1024
0.23703937600021163,1024
0.25396627499958413,1024
0.27029937999941467,1024
0.2869771910000054,1024
0.30373710299954837,1024
0.3205128159997912,1024
0.33702505600012955,1024
0.3536476899998888,1024
0.3722599140000966,1024
0.38757581699974253,1024
0.4040206949994172,1024
0.42092168499948457,1024
0.4380926069998168,1024
0.4537568989999272,1024
0.4703591179995783,1024
0.48689834699962375,1024
0.4884149939998679,1024
0.5034363439999652,1024
0.5047621779995097,1024
0.5205751980001878,1024
0.536880366999867,1024
0.5385216160002528,1024
0.5540578410000307,1024
0.5705053359997692,1024
0.5869317259994205,1024
0.5882906269998784,1024
0.6035967520001577,1024
0.6049014609998267,1024
0.6201575579998462,1024
0.6214162209998904,1024
0.6370208139996976,1024
0.6386921989997063,1024
0.6537381699999969,1024
0.6551391379998677,1024
0.6705391959994813,1024
0.6720115090001855,1024
0.6868173909997495,1024
0.6881301060002443,1024
0.7034946089997902,1024
0.704821135000202,1024
0.7201628410002741,1024
0.7214326779994735,1024
0.7369057739997515,1024
0.7392626589999054,1024
0.7538253109996731,1024
0.7556340619994444,1024
0.7703952510000818,1024
0.7722291720001522,1024
0.7877966119995108,1024
0.7891986260001431,1024
0.804034879000028,1024
0.8054712729999665,1024
0.8202626849997614,1024
0.8217214460000832,1024
0.836816240999724,1024
0.8381793059998017,1024
0.8537609579998389,1024
0.8549906709995412,1024
0.8703485229998478,1024
0.8717956849995971,1024
0.8872264639994683,1024
0.888595948999864,1024
0.9037551510000412,1024
0.9052166760002365,1024
0.9203422119999232,1024
0.9218021030001182,1024
0.9369892570002776,1024
0.9387393759998304,1024
0.9540776519997962,1024
0.9560046449996662,1024
0.9704385009999896,1024
0.9724873799996203,1024
0.9875052079996749,1024
0.9891889190002985,1024
1.0037805740003023,1024
1.0038434019998022,1024
1.0039214480002556,1024
1.0039418229998773,1024
1.0039850880002632,1024
1.0040294849995917,1024
1.0040837460001057,1024
1.0041218440001103,1024
1.0041685730002428,1024
1.004208471000311,1024
1.0043273299997963,1024
1.0043675189999703,1024
1.0044073099998059,1024
1.0044505500000014,1024
1.0045577230002891,1024
1.0046128719995977,1024
1.0046515799995177,1024
1.0047285040000133,1024
1.0048018059997048,1024
1.0048336089994336,1024
1.0048747820001154,1024
1.004917604000184,1024
1.00497103699945,1024
1.005009690999941,1024
1.005051053999523,1024
1.0050937059995704,1024
1.0051471790002324,1024
1.0051861679994545,1024
1.0052339040003062,1024
1.005277105999994,1024
1.0053294680001272,1024
1.0053689019996455,1024
1.005410349000158,1024
1.005452561000311,1024
1.005504920999556,1024
1.005543717999899,1024
1.005585035999502,1024
1.005628725999486,1024
1.0056819629999154,1024
1.0057219350001105,1024
1.0057636169995021,1024
1.0058064389995707,1024
1.0058588219999365,1024
1.005896830999518,1024
1.0059379009999248,1024
1.0059809089998453,1024
1.0060328379995553,1024
1.0060714909996022,1024
1.0061127970002417,1024
1.006155230999866,1024
